date,month,day,day_of_year,year,released_cfs,released_cms,accord_status
3/25/88,3,25,85,1988,26,0.736,pre_accord
3/26/88,3,26,86,1988,26,0.736,pre_accord
3/27/88,3,27,87,1988,26,0.736,pre_accord
3/28/88,3,28,88,1988,26,0.736,pre_accord
3/29/88,3,29,89,1988,26,0.736,pre_accord
3/30/88,3,30,90,1988,26,0.736,pre_accord
3/31/88,3,31,91,1988,26,0.736,pre_accord
4/1/88,4,1,92,1988,41,1.161,pre_accord
4/2/88,4,2,93,1988,46,1.303,pre_accord
4/3/88,4,3,94,1988,46,1.303,pre_accord
4/4/88,4,4,95,1988,46,1.303,pre_accord
4/5/88,4,5,96,1988,46,1.303,pre_accord
4/6/88,4,6,97,1988,46,1.303,pre_accord
4/7/88,4,7,98,1988,46,1.303,pre_accord
4/8/88,4,8,99,1988,46,1.303,pre_accord
4/9/88,4,9,100,1988,46,1.303,pre_accord
4/10/88,4,10,101,1988,46,1.303,pre_accord
4/11/88,4,11,102,1988,46,1.303,pre_accord
4/12/88,4,12,103,1988,46,1.303,pre_accord
4/13/88,4,13,104,1988,46,1.303,pre_accord
4/14/88,4,14,105,1988,46,1.303,pre_accord
4/15/88,4,15,106,1988,46,1.303,pre_accord
4/16/88,4,16,107,1988,46,1.303,pre_accord
4/17/88,4,17,108,1988,46,1.303,pre_accord
4/18/88,4,18,109,1988,46,1.303,pre_accord
4/19/88,4,19,110,1988,46,1.303,pre_accord
4/20/88,4,20,111,1988,46,1.303,pre_accord
4/21/88,4,21,112,1988,46,1.303,pre_accord
4/22/88,4,22,113,1988,46,1.303,pre_accord
4/23/88,4,23,114,1988,46,1.303,pre_accord
4/24/88,4,24,115,1988,46,1.303,pre_accord
4/25/88,4,25,116,1988,46,1.303,pre_accord
4/26/88,4,26,117,1988,46,1.303,pre_accord
4/27/88,4,27,118,1988,46,1.303,pre_accord
4/28/88,4,28,119,1988,46,1.303,pre_accord
4/29/88,4,29,120,1988,46,1.303,pre_accord
4/30/88,4,30,121,1988,46,1.303,pre_accord
5/1/88,5,1,122,1988,44,1.246,pre_accord
5/2/88,5,2,123,1988,43,1.218,pre_accord
5/3/88,5,3,124,1988,43,1.218,pre_accord
5/4/88,5,4,125,1988,43,1.218,pre_accord
5/5/88,5,5,126,1988,43,1.218,pre_accord
5/6/88,5,6,127,1988,43,1.218,pre_accord
5/7/88,5,7,128,1988,43,1.218,pre_accord
5/8/88,5,8,129,1988,43,1.218,pre_accord
5/9/88,5,9,130,1988,43,1.218,pre_accord
5/10/88,5,10,131,1988,43,1.218,pre_accord
5/11/88,5,11,132,1988,43,1.218,pre_accord
5/12/88,5,12,133,1988,43,1.218,pre_accord
5/13/88,5,13,134,1988,43,1.218,pre_accord
5/14/88,5,14,135,1988,43,1.218,pre_accord
5/15/88,5,15,136,1988,43,1.218,pre_accord
5/16/88,5,16,137,1988,43,1.218,pre_accord
5/17/88,5,17,138,1988,43,1.218,pre_accord
5/18/88,5,18,139,1988,43,1.218,pre_accord
5/19/88,5,19,140,1988,43,1.218,pre_accord
5/20/88,5,20,141,1988,43,1.218,pre_accord
5/21/88,5,21,142,1988,43,1.218,pre_accord
5/22/88,5,22,143,1988,43,1.218,pre_accord
5/23/88,5,23,144,1988,43,1.218,pre_accord
5/24/88,5,24,145,1988,43,1.218,pre_accord
5/25/88,5,25,146,1988,43,1.218,pre_accord
5/26/88,5,26,147,1988,43,1.218,pre_accord
5/27/88,5,27,148,1988,43,1.218,pre_accord
5/28/88,5,28,149,1988,43,1.218,pre_accord
5/29/88,5,29,150,1988,43,1.218,pre_accord
5/30/88,5,30,151,1988,43,1.218,pre_accord
5/31/88,5,31,152,1988,43,1.218,pre_accord
6/1/88,6,1,153,1988,43,1.218,pre_accord
6/2/88,6,2,154,1988,43,1.218,pre_accord
6/3/88,6,3,155,1988,43,1.218,pre_accord
6/4/88,6,4,156,1988,43,1.218,pre_accord
6/5/88,6,5,157,1988,43,1.218,pre_accord
6/6/88,6,6,158,1988,43,1.218,pre_accord
6/7/88,6,7,159,1988,43,1.218,pre_accord
6/8/88,6,8,160,1988,43,1.218,pre_accord
6/9/88,6,9,161,1988,43,1.218,pre_accord
6/10/88,6,10,162,1988,43,1.218,pre_accord
6/11/88,6,11,163,1988,43,1.218,pre_accord
6/12/88,6,12,164,1988,43,1.218,pre_accord
6/13/88,6,13,165,1988,43,1.218,pre_accord
6/14/88,6,14,166,1988,43,1.218,pre_accord
6/15/88,6,15,167,1988,43,1.218,pre_accord
6/16/88,6,16,168,1988,43,1.218,pre_accord
6/17/88,6,17,169,1988,43,1.218,pre_accord
6/18/88,6,18,170,1988,43,1.218,pre_accord
6/19/88,6,19,171,1988,43,1.218,pre_accord
6/20/88,6,20,172,1988,43,1.218,pre_accord
6/21/88,6,21,173,1988,43,1.218,pre_accord
6/22/88,6,22,174,1988,43,1.218,pre_accord
6/23/88,6,23,175,1988,43,1.218,pre_accord
6/24/88,6,24,176,1988,43,1.218,pre_accord
6/25/88,6,25,177,1988,43,1.218,pre_accord
6/26/88,6,26,178,1988,43,1.218,pre_accord
6/27/88,6,27,179,1988,43,1.218,pre_accord
6/28/88,6,28,180,1988,43,1.218,pre_accord
6/29/88,6,29,181,1988,43,1.218,pre_accord
6/30/88,6,30,182,1988,43,1.218,pre_accord
7/1/88,7,1,183,1988,43,1.218,pre_accord
7/2/88,7,2,184,1988,43,1.218,pre_accord
7/3/88,7,3,185,1988,43,1.218,pre_accord
7/4/88,7,4,186,1988,43,1.218,pre_accord
7/5/88,7,5,187,1988,43,1.218,pre_accord
7/6/88,7,6,188,1988,43,1.218,pre_accord
7/7/88,7,7,189,1988,43,1.218,pre_accord
7/8/88,7,8,190,1988,43,1.218,pre_accord
7/9/88,7,9,191,1988,43,1.218,pre_accord
7/10/88,7,10,192,1988,43,1.218,pre_accord
7/11/88,7,11,193,1988,43,1.218,pre_accord
7/12/88,7,12,194,1988,43,1.218,pre_accord
7/13/88,7,13,195,1988,43,1.218,pre_accord
7/14/88,7,14,196,1988,43,1.218,pre_accord
7/15/88,7,15,197,1988,43,1.218,pre_accord
7/16/88,7,16,198,1988,43,1.218,pre_accord
7/17/88,7,17,199,1988,43,1.218,pre_accord
7/18/88,7,18,200,1988,43,1.218,pre_accord
7/19/88,7,19,201,1988,43,1.218,pre_accord
7/20/88,7,20,202,1988,43,1.218,pre_accord
7/21/88,7,21,203,1988,43,1.218,pre_accord
7/22/88,7,22,204,1988,43,1.218,pre_accord
7/23/88,7,23,205,1988,43,1.218,pre_accord
7/24/88,7,24,206,1988,43,1.218,pre_accord
7/25/88,7,25,207,1988,43,1.218,pre_accord
7/26/88,7,26,208,1988,43,1.218,pre_accord
7/27/88,7,27,209,1988,43,1.218,pre_accord
7/28/88,7,28,210,1988,43,1.218,pre_accord
7/29/88,7,29,211,1988,43,1.218,pre_accord
7/30/88,7,30,212,1988,43,1.218,pre_accord
7/31/88,7,31,213,1988,43,1.218,pre_accord
8/1/88,8,1,214,1988,36,1.019,pre_accord
8/2/88,8,2,215,1988,34,0.963,pre_accord
8/3/88,8,3,216,1988,34,0.963,pre_accord
8/4/88,8,4,217,1988,34,0.963,pre_accord
8/5/88,8,5,218,1988,34,0.963,pre_accord
8/6/88,8,6,219,1988,34,0.963,pre_accord
8/7/88,8,7,220,1988,34,0.963,pre_accord
8/8/88,8,8,221,1988,34,0.963,pre_accord
8/9/88,8,9,222,1988,34,0.963,pre_accord
8/10/88,8,10,223,1988,34,0.963,pre_accord
8/11/88,8,11,224,1988,34,0.963,pre_accord
8/12/88,8,12,225,1988,34,0.963,pre_accord
8/13/88,8,13,226,1988,34,0.963,pre_accord
8/14/88,8,14,227,1988,34,0.963,pre_accord
8/15/88,8,15,228,1988,34,0.963,pre_accord
8/16/88,8,16,229,1988,34,0.963,pre_accord
8/17/88,8,17,230,1988,34,0.963,pre_accord
8/18/88,8,18,231,1988,34,0.963,pre_accord
8/19/88,8,19,232,1988,34,0.963,pre_accord
8/20/88,8,20,233,1988,34,0.963,pre_accord
8/21/88,8,21,234,1988,34,0.963,pre_accord
8/22/88,8,22,235,1988,34,0.963,pre_accord
8/23/88,8,23,236,1988,34,0.963,pre_accord
8/24/88,8,24,237,1988,34,0.963,pre_accord
8/25/88,8,25,238,1988,34,0.963,pre_accord
8/26/88,8,26,239,1988,34,0.963,pre_accord
8/27/88,8,27,240,1988,34,0.963,pre_accord
8/28/88,8,28,241,1988,34,0.963,pre_accord
8/29/88,8,29,242,1988,34,0.963,pre_accord
8/30/88,8,30,243,1988,34,0.963,pre_accord
8/31/88,8,31,244,1988,34,0.963,pre_accord
9/1/88,9,1,245,1988,23,0.651,pre_accord
9/2/88,9,2,246,1988,20,0.566,pre_accord
9/3/88,9,3,247,1988,20,0.566,pre_accord
9/4/88,9,4,248,1988,20,0.566,pre_accord
9/5/88,9,5,249,1988,20,0.566,pre_accord
9/6/88,9,6,250,1988,20,0.566,pre_accord
9/7/88,9,7,251,1988,20,0.566,pre_accord
9/8/88,9,8,252,1988,20,0.566,pre_accord
9/9/88,9,9,253,1988,20,0.566,pre_accord
9/10/88,9,10,254,1988,20,0.566,pre_accord
9/11/88,9,11,255,1988,20,0.566,pre_accord
9/12/88,9,12,256,1988,20,0.566,pre_accord
9/13/88,9,13,257,1988,20,0.566,pre_accord
9/14/88,9,14,258,1988,20,0.566,pre_accord
9/15/88,9,15,259,1988,20,0.566,pre_accord
9/16/88,9,16,260,1988,20,0.566,pre_accord
9/17/88,9,17,261,1988,20,0.566,pre_accord
9/18/88,9,18,262,1988,20,0.566,pre_accord
9/19/88,9,19,263,1988,20,0.566,pre_accord
9/20/88,9,20,264,1988,20,0.566,pre_accord
9/21/88,9,21,265,1988,20,0.566,pre_accord
9/22/88,9,22,266,1988,20,0.566,pre_accord
9/23/88,9,23,267,1988,20,0.566,pre_accord
9/24/88,9,24,268,1988,20,0.566,pre_accord
9/25/88,9,25,269,1988,20,0.566,pre_accord
9/26/88,9,26,270,1988,20,0.566,pre_accord
9/27/88,9,27,271,1988,20,0.566,pre_accord
9/28/88,9,28,272,1988,20,0.566,pre_accord
9/29/88,9,29,273,1988,20,0.566,pre_accord
9/30/88,9,30,274,1988,20,0.566,pre_accord
10/1/88,10,1,275,1988,20,0.566,pre_accord
10/2/88,10,2,276,1988,20,0.566,pre_accord
10/3/88,10,3,277,1988,20,0.566,pre_accord
10/4/88,10,4,278,1988,20,0.566,pre_accord
10/5/88,10,5,279,1988,20,0.566,pre_accord
10/6/88,10,6,280,1988,20,0.566,pre_accord
10/7/88,10,7,281,1988,20,0.566,pre_accord
10/8/88,10,8,282,1988,20,0.566,pre_accord
10/9/88,10,9,283,1988,20,0.566,pre_accord
10/10/88,10,10,284,1988,20,0.566,pre_accord
10/11/88,10,11,285,1988,20,0.566,pre_accord
10/12/88,10,12,286,1988,20,0.566,pre_accord
10/13/88,10,13,287,1988,20,0.566,pre_accord
10/14/88,10,14,288,1988,20,0.566,pre_accord
10/15/88,10,15,289,1988,20,0.566,pre_accord
10/16/88,10,16,290,1988,20,0.566,pre_accord
10/17/88,10,17,291,1988,20,0.566,pre_accord
10/18/88,10,18,292,1988,20,0.566,pre_accord
10/19/88,10,19,293,1988,20,0.566,pre_accord
10/20/88,10,20,294,1988,20,0.566,pre_accord
10/21/88,10,21,295,1988,20,0.566,pre_accord
10/22/88,10,22,296,1988,20,0.566,pre_accord
10/23/88,10,23,297,1988,20,0.566,pre_accord
10/24/88,10,24,298,1988,20,0.566,pre_accord
10/25/88,10,25,299,1988,20,0.566,pre_accord
10/26/88,10,26,300,1988,20,0.566,pre_accord
10/27/88,10,27,301,1988,20,0.566,pre_accord
10/28/88,10,28,302,1988,20,0.566,pre_accord
10/29/88,10,29,303,1988,20,0.566,pre_accord
10/30/88,10,30,304,1988,21,0.595,pre_accord
10/31/88,10,31,305,1988,20,0.566,pre_accord
11/1/88,11,1,306,1988,24,0.68,pre_accord
11/2/88,11,2,307,1988,25,0.708,pre_accord
11/3/88,11,3,308,1988,25,0.708,pre_accord
11/4/88,11,4,309,1988,25,0.708,pre_accord
11/5/88,11,5,310,1988,25,0.708,pre_accord
11/6/88,11,6,311,1988,25,0.708,pre_accord
11/7/88,11,7,312,1988,25,0.708,pre_accord
11/8/88,11,8,313,1988,25,0.708,pre_accord
11/9/88,11,9,314,1988,25,0.708,pre_accord
11/10/88,11,10,315,1988,25,0.708,pre_accord
11/11/88,11,11,316,1988,25,0.708,pre_accord
11/12/88,11,12,317,1988,25,0.708,pre_accord
11/13/88,11,13,318,1988,25,0.708,pre_accord
11/14/88,11,14,319,1988,25,0.708,pre_accord
11/15/88,11,15,320,1988,25,0.708,pre_accord
11/16/88,11,16,321,1988,25,0.708,pre_accord
11/17/88,11,17,322,1988,25,0.708,pre_accord
11/18/88,11,18,323,1988,25,0.708,pre_accord
11/19/88,11,19,324,1988,25,0.708,pre_accord
11/20/88,11,20,325,1988,25,0.708,pre_accord
11/21/88,11,21,326,1988,25,0.708,pre_accord
11/22/88,11,22,327,1988,25,0.708,pre_accord
11/23/88,11,23,328,1988,25,0.708,pre_accord
11/24/88,11,24,329,1988,25,0.708,pre_accord
11/25/88,11,25,330,1988,25,0.708,pre_accord
11/26/88,11,26,331,1988,25,0.708,pre_accord
11/27/88,11,27,332,1988,25,0.708,pre_accord
11/28/88,11,28,333,1988,25,0.708,pre_accord
11/29/88,11,29,334,1988,25,0.708,pre_accord
11/30/88,11,30,335,1988,25,0.708,pre_accord
12/1/88,12,1,336,1988,25,0.708,pre_accord
12/2/88,12,2,337,1988,25,0.708,pre_accord
12/3/88,12,3,338,1988,25,0.708,pre_accord
12/4/88,12,4,339,1988,25,0.708,pre_accord
12/5/88,12,5,340,1988,25,0.708,pre_accord
12/6/88,12,6,341,1988,25,0.708,pre_accord
12/7/88,12,7,342,1988,25,0.708,pre_accord
12/8/88,12,8,343,1988,25,0.708,pre_accord
12/9/88,12,9,344,1988,25,0.708,pre_accord
12/10/88,12,10,345,1988,25,0.708,pre_accord
12/11/88,12,11,346,1988,25,0.708,pre_accord
12/12/88,12,12,347,1988,25,0.708,pre_accord
12/13/88,12,13,348,1988,25,0.708,pre_accord
12/14/88,12,14,349,1988,25,0.708,pre_accord
12/15/88,12,15,350,1988,25,0.708,pre_accord
12/16/88,12,16,351,1988,25,0.708,pre_accord
12/17/88,12,17,352,1988,25,0.708,pre_accord
12/18/88,12,18,353,1988,25,0.708,pre_accord
12/19/88,12,19,354,1988,25,0.708,pre_accord
12/20/88,12,20,355,1988,25,0.708,pre_accord
12/21/88,12,21,356,1988,25,0.708,pre_accord
12/22/88,12,22,357,1988,25,0.708,pre_accord
12/23/88,12,23,358,1988,25,0.708,pre_accord
12/24/88,12,24,359,1988,25,0.708,pre_accord
12/25/88,12,25,360,1988,25,0.708,pre_accord
12/26/88,12,26,361,1988,25,0.708,pre_accord
12/27/88,12,27,362,1988,25,0.708,pre_accord
12/28/88,12,28,363,1988,25,0.708,pre_accord
12/29/88,12,29,364,1988,25,0.708,pre_accord
12/30/88,12,30,365,1988,25,0.708,pre_accord
12/31/88,12,31,366,1988,25,0.708,pre_accord
1/1/89,1,1,1,1989,25,0.708,pre_accord
1/2/89,1,2,2,1989,25,0.708,pre_accord
1/3/89,1,3,3,1989,25,0.708,pre_accord
1/4/89,1,4,4,1989,25,0.708,pre_accord
1/5/89,1,5,5,1989,25,0.708,pre_accord
1/6/89,1,6,6,1989,25,0.708,pre_accord
1/7/89,1,7,7,1989,25,0.708,pre_accord
1/8/89,1,8,8,1989,25,0.708,pre_accord
1/9/89,1,9,9,1989,25,0.708,pre_accord
1/10/89,1,10,10,1989,25,0.708,pre_accord
1/11/89,1,11,11,1989,25,0.708,pre_accord
1/12/89,1,12,12,1989,25,0.708,pre_accord
1/13/89,1,13,13,1989,25,0.708,pre_accord
1/14/89,1,14,14,1989,25,0.708,pre_accord
1/15/89,1,15,15,1989,25,0.708,pre_accord
1/16/89,1,16,16,1989,25,0.708,pre_accord
1/17/89,1,17,17,1989,25,0.708,pre_accord
1/18/89,1,18,18,1989,25,0.708,pre_accord
1/19/89,1,19,19,1989,25,0.708,pre_accord
1/20/89,1,20,20,1989,25,0.708,pre_accord
1/21/89,1,21,21,1989,25,0.708,pre_accord
1/22/89,1,22,22,1989,25,0.708,pre_accord
1/23/89,1,23,23,1989,25,0.708,pre_accord
1/24/89,1,24,24,1989,25,0.708,pre_accord
1/25/89,1,25,25,1989,25,0.708,pre_accord
1/26/89,1,26,26,1989,25,0.708,pre_accord
1/27/89,1,27,27,1989,25,0.708,pre_accord
1/28/89,1,28,28,1989,25,0.708,pre_accord
1/29/89,1,29,29,1989,25,0.708,pre_accord
1/30/89,1,30,30,1989,25,0.708,pre_accord
1/31/89,1,31,31,1989,25,0.708,pre_accord
2/1/89,2,1,32,1989,18,0.51,pre_accord
2/2/89,2,2,33,1989,16,0.453,pre_accord
2/3/89,2,3,34,1989,16,0.453,pre_accord
2/4/89,2,4,35,1989,16,0.453,pre_accord
2/5/89,2,5,36,1989,16,0.453,pre_accord
2/6/89,2,6,37,1989,16,0.453,pre_accord
2/7/89,2,7,38,1989,16,0.453,pre_accord
2/8/89,2,8,39,1989,16,0.453,pre_accord
2/9/89,2,9,40,1989,16,0.453,pre_accord
2/10/89,2,10,41,1989,16,0.453,pre_accord
2/11/89,2,11,42,1989,16,0.453,pre_accord
2/12/89,2,12,43,1989,16,0.453,pre_accord
2/13/89,2,13,44,1989,16,0.453,pre_accord
2/14/89,2,14,45,1989,16,0.453,pre_accord
2/15/89,2,15,46,1989,16,0.453,pre_accord
2/16/89,2,16,47,1989,16,0.453,pre_accord
2/17/89,2,17,48,1989,16,0.453,pre_accord
2/18/89,2,18,49,1989,16,0.453,pre_accord
2/19/89,2,19,50,1989,16,0.453,pre_accord
2/20/89,2,20,51,1989,16,0.453,pre_accord
2/21/89,2,21,52,1989,16,0.453,pre_accord
2/22/89,2,22,53,1989,16,0.453,pre_accord
2/23/89,2,23,54,1989,16,0.453,pre_accord
2/24/89,2,24,55,1989,16,0.453,pre_accord
2/25/89,2,25,56,1989,16,0.453,pre_accord
2/26/89,2,26,57,1989,16,0.453,pre_accord
2/27/89,2,27,58,1989,16,0.453,pre_accord
2/28/89,2,28,59,1989,16,0.453,pre_accord
3/1/89,3,1,60,1989,23,0.651,pre_accord
3/2/89,3,2,61,1989,26,0.736,pre_accord
3/3/89,3,3,62,1989,26,0.736,pre_accord
3/4/89,3,4,63,1989,26,0.736,pre_accord
3/5/89,3,5,64,1989,26,0.736,pre_accord
3/6/89,3,6,65,1989,26,0.736,pre_accord
3/7/89,3,7,66,1989,26,0.736,pre_accord
3/8/89,3,8,67,1989,26,0.736,pre_accord
3/9/89,3,9,68,1989,26,0.736,pre_accord
3/10/89,3,10,69,1989,26,0.736,pre_accord
3/11/89,3,11,70,1989,26,0.736,pre_accord
3/12/89,3,12,71,1989,26,0.736,pre_accord
3/13/89,3,13,72,1989,26,0.736,pre_accord
3/14/89,3,14,73,1989,26,0.736,pre_accord
3/15/89,3,15,74,1989,26,0.736,pre_accord
3/16/89,3,16,75,1989,26,0.736,pre_accord
3/17/89,3,17,76,1989,26,0.736,pre_accord
3/18/89,3,18,77,1989,26,0.736,pre_accord
3/19/89,3,19,78,1989,26,0.736,pre_accord
3/20/89,3,20,79,1989,26,0.736,pre_accord
3/21/89,3,21,80,1989,26,0.736,pre_accord
3/22/89,3,22,81,1989,26,0.736,pre_accord
3/23/89,3,23,82,1989,26,0.736,pre_accord
3/24/89,3,24,83,1989,26,0.736,pre_accord
3/25/89,3,25,84,1989,134,3.794,pre_accord
3/26/89,3,26,85,1989,56,1.586,pre_accord
3/27/89,3,27,86,1989,26,0.736,pre_accord
3/28/89,3,28,87,1989,26,0.736,pre_accord
3/29/89,3,29,88,1989,26,0.736,pre_accord
3/30/89,3,30,89,1989,26,0.736,pre_accord
3/31/89,3,31,90,1989,26,0.736,pre_accord
4/1/89,4,1,91,1989,41,1.161,pre_accord
4/2/89,4,2,92,1989,46,1.303,pre_accord
4/3/89,4,3,93,1989,46,1.303,pre_accord
4/4/89,4,4,94,1989,46,1.303,pre_accord
4/5/89,4,5,95,1989,46,1.303,pre_accord
4/6/89,4,6,96,1989,46,1.303,pre_accord
4/7/89,4,7,97,1989,46,1.303,pre_accord
4/8/89,4,8,98,1989,46,1.303,pre_accord
4/9/89,4,9,99,1989,46,1.303,pre_accord
4/10/89,4,10,100,1989,46,1.303,pre_accord
4/11/89,4,11,101,1989,46,1.303,pre_accord
4/12/89,4,12,102,1989,46,1.303,pre_accord
4/13/89,4,13,103,1989,46,1.303,pre_accord
4/14/89,4,14,104,1989,46,1.303,pre_accord
4/15/89,4,15,105,1989,46,1.303,pre_accord
4/16/89,4,16,106,1989,46,1.303,pre_accord
4/17/89,4,17,107,1989,46,1.303,pre_accord
4/18/89,4,18,108,1989,46,1.303,pre_accord
4/19/89,4,19,109,1989,46,1.303,pre_accord
4/20/89,4,20,110,1989,46,1.303,pre_accord
4/21/89,4,21,111,1989,46,1.303,pre_accord
4/22/89,4,22,112,1989,46,1.303,pre_accord
4/23/89,4,23,113,1989,46,1.303,pre_accord
4/24/89,4,24,114,1989,46,1.303,pre_accord
4/25/89,4,25,115,1989,46,1.303,pre_accord
4/26/89,4,26,116,1989,46,1.303,pre_accord
4/27/89,4,27,117,1989,46,1.303,pre_accord
4/28/89,4,28,118,1989,46,1.303,pre_accord
4/29/89,4,29,119,1989,46,1.303,pre_accord
4/30/89,4,30,120,1989,46,1.303,pre_accord
5/1/89,5,1,121,1989,36,1.019,pre_accord
5/2/89,5,2,122,1989,33,0.934,pre_accord
5/3/89,5,3,123,1989,33,0.934,pre_accord
5/4/89,5,4,124,1989,33,0.934,pre_accord
5/5/89,5,5,125,1989,33,0.934,pre_accord
5/6/89,5,6,126,1989,33,0.934,pre_accord
5/7/89,5,7,127,1989,33,0.934,pre_accord
5/8/89,5,8,128,1989,33,0.934,pre_accord
5/9/89,5,9,129,1989,33,0.934,pre_accord
5/10/89,5,10,130,1989,33,0.934,pre_accord
5/11/89,5,11,131,1989,33,0.934,pre_accord
5/12/89,5,12,132,1989,33,0.934,pre_accord
5/13/89,5,13,133,1989,33,0.934,pre_accord
5/14/89,5,14,134,1989,33,0.934,pre_accord
5/15/89,5,15,135,1989,33,0.934,pre_accord
5/16/89,5,16,136,1989,33,0.934,pre_accord
5/17/89,5,17,137,1989,33,0.934,pre_accord
5/18/89,5,18,138,1989,33,0.934,pre_accord
5/19/89,5,19,139,1989,33,0.934,pre_accord
5/20/89,5,20,140,1989,33,0.934,pre_accord
5/21/89,5,21,141,1989,33,0.934,pre_accord
5/22/89,5,22,142,1989,33,0.934,pre_accord
5/23/89,5,23,143,1989,33,0.934,pre_accord
5/24/89,5,24,144,1989,33,0.934,pre_accord
5/25/89,5,25,145,1989,33,0.934,pre_accord
5/26/89,5,26,146,1989,33,0.934,pre_accord
5/27/89,5,27,147,1989,33,0.934,pre_accord
5/28/89,5,28,148,1989,33,0.934,pre_accord
5/29/89,5,29,149,1989,33,0.934,pre_accord
5/30/89,5,30,150,1989,33,0.934,pre_accord
5/31/89,5,31,151,1989,33,0.934,pre_accord
6/1/89,6,1,152,1989,33,0.934,pre_accord
6/2/89,6,2,153,1989,33,0.934,pre_accord
6/3/89,6,3,154,1989,33,0.934,pre_accord
6/4/89,6,4,155,1989,33,0.934,pre_accord
6/5/89,6,5,156,1989,33,0.934,pre_accord
6/6/89,6,6,157,1989,33,0.934,pre_accord
6/7/89,6,7,158,1989,33,0.934,pre_accord
6/8/89,6,8,159,1989,33,0.934,pre_accord
6/9/89,6,9,160,1989,33,0.934,pre_accord
6/10/89,6,10,161,1989,33,0.934,pre_accord
6/11/89,6,11,162,1989,33,0.934,pre_accord
6/12/89,6,12,163,1989,33,0.934,pre_accord
6/13/89,6,13,164,1989,33,0.934,pre_accord
6/14/89,6,14,165,1989,33,0.934,pre_accord
6/15/89,6,15,166,1989,33,0.934,pre_accord
6/16/89,6,16,167,1989,33,0.934,pre_accord
6/17/89,6,17,168,1989,33,0.934,pre_accord
6/18/89,6,18,169,1989,33,0.934,pre_accord
6/19/89,6,19,170,1989,33,0.934,pre_accord
6/20/89,6,20,171,1989,33,0.934,pre_accord
6/21/89,6,21,172,1989,33,0.934,pre_accord
6/22/89,6,22,173,1989,33,0.934,pre_accord
6/23/89,6,23,174,1989,33,0.934,pre_accord
6/24/89,6,24,175,1989,33,0.934,pre_accord
6/25/89,6,25,176,1989,33,0.934,pre_accord
6/26/89,6,26,177,1989,33,0.934,pre_accord
6/27/89,6,27,178,1989,33,0.934,pre_accord
6/28/89,6,28,179,1989,33,0.934,pre_accord
6/29/89,6,29,180,1989,33,0.934,pre_accord
6/30/89,6,30,181,1989,33,0.934,pre_accord
7/1/89,7,1,182,1989,33,0.934,pre_accord
7/2/89,7,2,183,1989,33,0.934,pre_accord
7/3/89,7,3,184,1989,33,0.934,pre_accord
7/4/89,7,4,185,1989,33,0.934,pre_accord
7/5/89,7,5,186,1989,33,0.934,pre_accord
7/6/89,7,6,187,1989,33,0.934,pre_accord
7/7/89,7,7,188,1989,33,0.934,pre_accord
7/8/89,7,8,189,1989,33,0.934,pre_accord
7/9/89,7,9,190,1989,33,0.934,pre_accord
7/10/89,7,10,191,1989,33,0.934,pre_accord
7/11/89,7,11,192,1989,33,0.934,pre_accord
7/12/89,7,12,193,1989,39,1.104,pre_accord
7/13/89,7,13,194,1989,53,1.501,pre_accord
7/14/89,7,14,195,1989,53,1.501,pre_accord
7/15/89,7,15,196,1989,53,1.501,pre_accord
7/16/89,7,16,197,1989,53,1.501,pre_accord
7/17/89,7,17,198,1989,53,1.501,pre_accord
7/18/89,7,18,199,1989,53,1.501,pre_accord
7/19/89,7,19,200,1989,53,1.501,pre_accord
7/20/89,7,20,201,1989,53,1.501,pre_accord
7/21/89,7,21,202,1989,53,1.501,pre_accord
7/22/89,7,22,203,1989,53,1.501,pre_accord
7/23/89,7,23,204,1989,48,1.359,pre_accord
7/24/89,7,24,205,1989,33,0.934,pre_accord
7/25/89,7,25,206,1989,33,0.934,pre_accord
7/26/89,7,26,207,1989,33,0.934,pre_accord
7/27/89,7,27,208,1989,33,0.934,pre_accord
7/28/89,7,28,209,1989,33,0.934,pre_accord
7/29/89,7,29,210,1989,33,0.934,pre_accord
7/30/89,7,30,211,1989,33,0.934,pre_accord
7/31/89,7,31,212,1989,33,0.934,pre_accord
8/1/89,8,1,213,1989,28,0.793,pre_accord
8/2/89,8,2,214,1989,26,0.736,pre_accord
8/3/89,8,3,215,1989,26,0.736,pre_accord
8/4/89,8,4,216,1989,26,0.736,pre_accord
8/5/89,8,5,217,1989,26,0.736,pre_accord
8/6/89,8,6,218,1989,26,0.736,pre_accord
8/7/89,8,7,219,1989,26,0.736,pre_accord
8/8/89,8,8,220,1989,26,0.736,pre_accord
8/9/89,8,9,221,1989,26,0.736,pre_accord
8/10/89,8,10,222,1989,26,0.736,pre_accord
8/11/89,8,11,223,1989,26,0.736,pre_accord
8/12/89,8,12,224,1989,26,0.736,pre_accord
8/13/89,8,13,225,1989,26,0.736,pre_accord
8/14/89,8,14,226,1989,26,0.736,pre_accord
8/15/89,8,15,227,1989,26,0.736,pre_accord
8/16/89,8,16,228,1989,26,0.736,pre_accord
8/17/89,8,17,229,1989,26,0.736,pre_accord
8/18/89,8,18,230,1989,26,0.736,pre_accord
8/19/89,8,19,231,1989,26,0.736,pre_accord
8/20/89,8,20,232,1989,26,0.736,pre_accord
8/21/89,8,21,233,1989,26,0.736,pre_accord
8/22/89,8,22,234,1989,26,0.736,pre_accord
8/23/89,8,23,235,1989,45,1.274,pre_accord
